TC_Id,MicroserviceName,ApiName,Method,Description,Keywords,LoopCount,Service_Type,Start_Date,End_Date,port,Alternate_No,dob,email,fdn1,fdn2,fdn3,fdn4,fdn5,firstName_1,lastName_1,lastRecharge,mmn,MSISDN,smsBodys,newSimSerial,placeofBirth,reasonForSwap,bundleType_1,charge,Subcriber_Number,amount,currency_Code,subscriberType,Sim_Serial_Number,Voucher_Number,Card_Pin_No.,Currency_Type,loggedInNumber,emailId,mailBody,mailSubject,receiverID,senderID,backUrl,mpin,paymentMobile,paymentMode,redirectUrl,transactionType,transactionId,fromDate,n,toDate,companyRef,country,paymentAmount,redirectURL,serviceDescription,txRef,refTxnId,refTxnId,refTransactionId,transactionToken,transactionReference,,bestOffer,bundle,bundleType,bundleUnit,chargePID,countryCode,currencyCode,description,duration,durationUnit,extraBundle,newProductCode,nonChargePID,productCode,serviceType,type,smsCount,validity,valueReceived,planType,TONE_ID,query,auuid,password_1,dateOfBirth,documentId,givenNames,nationalId,surname,action,accessTokenValidity,additionalInformation,authorities,authorizedGrantTypes,autoapprove,clientSecret,refreshTokenValidity,resourceIds,scope,Authorization,webServerRedirectUri,emailBody,expireInMS,isEmail,isSMS,mobileNumber,otpLength,refTransaction,otp,otpId,accountNonExpired,accountNonLocked,active,alternateMsisdn,blocked,createdBy,createdOn,credentialsNonExpired,deviceId,emailVerified,enabled,firstName,gender,lastLogin,lastName,middleName,msisdnVerified,id,newUserName,password,passwordModified,role,username,field,value,currentPassword,newPassword,simSerial,simSerial_1_4,updatedBy,updatedOn,category,isBestOffer,lineType,path,API_Path,Endpoint,Content-Type,ASP-OPCO,ASP-Locale,Response_Code,Expected_Param,Changes ,TCType
TC136,Email Notifications Service,Send_Email_Notification,POST,Send Email Notification When email ID is not valid,Send_Email_Notification;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test body,test subject,,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/send-email-notification,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC154,Payment gateway services,Hash,POST,Get Hash with valid mandatory post request,Hash;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.airtel.com,,,,,,,,,,,NG,500,,,qaz12qaz34zx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/generate/hash,172.24.6.215,application/json,NG,en-US,200,product_id;pay_item_id;gateway_url;hash;currency_code;amount,,Positive
TC155,Payment gateway services,Hash,POST,Get Hash with invalid mandatory post request,Hash;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.airtel.com,,,,,,,,,,,KG,-500,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/generate/hash,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC156,Payment gateway services,Hash,POST,Get Hash with amount in word  on post request,Hash;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.airtel.com,,,,,,,,,,,NG,five hundered,,,qaz12qaz34zx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/generate/hash,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC157,Payment gateway services,Hash,POST,Get Hash with blank mandatory post request,Hash;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/generate/hash,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC158,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with valid amount and transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971cb397-c337-4fa5-a90b-4dfc3afddfb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,200,status;message;txStatusCode,,Positive
TC159,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with word amount and transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,five hundread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971cb397-c337-4fa5-a90b-4dfc3afddfb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,500,error;message,,Negative
TC160,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with blank amount and transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971cb397-c337-4fa5-a90b-4dfc3afddfb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,500,error;message,,Negative
TC161,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with valid amount and invalid transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,200,status;message;txStatusCode,,Positive
TC162,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with word amount and invalid transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,five hundread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbcjhsbdcjhabsdj1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,500,error;message,,Negative
TC163,Payment gateway services,Get_Transacation_Tx_Status,GET,Get Transacation with blank amount and blank transactionReference,Tx_Status;Validate_Response;Result,0,,,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbcjhsbdcjhabsdj1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-services/v1/tx/status,172.24.6.215,application/json,NG,en-US,500,error;message,,Negative
TC164,Product Catalog,Add ,POST,Add new to db with valid mandatory post request,Add;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,Voice,GB,,234,NGN,Voice and Data Combo,,,,1492,,*154*1*2000#,mobile,,,30,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC165,Product Catalog,Add ,POST,Add new to db with invalid mandatory post request,Add;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,Data,KB,,594,,Voice and Data Combo,,,,1866,,*1542000#,mobile,,,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC166,Product Catalog,Add ,POST,Add new to db with blank best offer on mandatory post request,Add;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Voice,GB,,234,,Voice and Data Combo,,,,1492,,*154*1*2000#,mobile,,,30,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC167,Product Catalog,Add ,POST,Add new to db with blank mandatory post request,Add;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC168,Product Catalog,Add_Bundles,POST,Returns dump status with valid Mandatory  post request,Add_Bundles;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,Voice,GB,,234,,Voice and Data Combo,,,,1492,,*154*1*2000#,mobile,,,30,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add-bundles,172.24.6.215,application/json,NG,en-US,200,status,,Positive
TC169,Product Catalog,Add_Bundles,POST,Returns dump status with invalid Mandatory  post request,Add_Bundles;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,Voice,KB,,594,,Voice and Data Combo,,,,1492,,*1542000#,mobile1,,,-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/add-bundles,172.24.6.215,application/json,NG,en-US,200,status,,Positive
TC170,Product Catalog,Add_Bundles,POST,Returns dump status with blank Mandatory  post request,Add_Bundles;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/bundle-types,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC171,Product Catalog,Bundle_Types,GET,Get bundle type with valid ASP-OPCO,Bundle_Types;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/bundle-types,172.24.6.215,application/json,NG,en-US,200,Bundle list not yet provided by opco. We appriciate your patience,,Positive
TC172,Product Catalog,Bundle_Types,GET,Get bundle type with invalid ASP-OPCO,Bundle_Types;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/bundle-types,172.24.6.215,application/json,KG,en-US,200,Bundle list not yet provided by opco. We appriciate your patience,,Positive
TC173,Product Catalog,Delete_Bundle,DELETE,Delete bundle type with valid id,Delete;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/delete,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC174,Product Catalog,Delete_Bundle,DELETE,Delete bundle type with invalid id,Delete;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/delete,172.24.6.215,application/json,NG,en-US,502,httpStatus;status;error;message;details;txnId,,Negative
TC175,Product Catalog,Delete_Bundle,DELETE,Delete bundle type with blank,Delete;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/delete,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC176,Product Catalog,Get_All ,GET,Retrieve bundle with valid country code ,Get_All;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-all,172.24.6.215,application/json,NG,en-US,200,id;productCode;bundle;amount;description;validity;countryCode;createdOn;createdBy;updatedOn;updatedBy;active;deleted;bundleType;duration;durationUnit;bundleUnit;currencyCode;extraBundle;serviceType;bestOffer;smsCount;valueReceived;chargePID;nonChargePID,,Positive
TC177,Product Catalog,Get_All ,GET,Retrieve bundle with invalid country code ,Get_All;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-all,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC178,Product Catalog,Get_All ,GET,Retrieve bundle with blank country code ,Get_All;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-all,172.24.6.215,application/json,NG,en-US,400,,,Negative
TC179,Product Catalog,Get_Best_Offers,GET,Retrieve best offer with valid country code,Get_Best_Offers;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-best-offers,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC180,Product Catalog,Get_Best_Offers,GET,Retrieve best offer with invalid country code,Get_Best_Offers;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-best-offers,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC181,Product Catalog,Get_Best_Offers,GET,Retrieve best offer with blank country code,Get_Best_Offers;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-best-offers,172.24.6.215,application/json,NG,en-US,400,,,Negative
TC182,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with valid product code,Get_bundle_for_product_code;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*789*201#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-product-code,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC183,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with invalid product code,Get_bundle_for_product_code;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893*3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-product-code,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC184,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with blank product code,Get_bundle_for_product_code;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-product-code,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC185,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with valid country code and service type,Get_bundle_for_service_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC186,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with invalid country code and service type,Get_bundle_for_service_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC187,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with blank country code and service type,Get_bundle_for_service_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,400,,,Negative
TC188,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with blank country code and service type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC189,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with invalid country code and  type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC190,Product Catalog,Get_Bundle_For_Product_Code,GET,Get bundle data with blank country code and  type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-service-type,172.24.6.215,application/json,NG,en-US,400,,,Negative
TC191,Product Catalog,Get_Bundle-For-Type,GET,Get bundle data with valid country code and  type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC192,Product Catalog,Get_Bundle-For-Type,GET,Get bundle data with valid country code and invalid type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC193,Product Catalog,Get_Bundle-For-Type,GET,Get bundle data with valid country code and blank type,Get_bundle_for_type;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/get-bundle-for-type,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC194,Product Catalog,Update_Bundle,PUT,Update existing bundle with valid mandatory post request,Update;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,400,voice,MB,,234,NGN,Available on ALL Airtel networks in Africa and Airtel India,,,,123456,,*789*200#,mobile,,,30,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/update,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC195,Product Catalog,Update_Bundle,PUT,Update existing bundle with invalid mandatory post request,Update;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,four hundread,voice123,KB,,596,GNN,Available on ALL Airtel networks in Africa and Airtel India,,,,123456,,*789245#,mobile123,,,-30,-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/update,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC196,Product Catalog,Update_Bundle,PUT,Update existing bundle with empty mandatory post request,Update;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,400,voice,MB,,234,NGN,Available on ALL Airtel networks in Africa and Airtel India,,,,123456,,*789*200#,mobile,,,30,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/bundle-service/v1/update,172.24.6.215,application/json,NG,en-US,400,httpStatus;status;error;message;details;txnId,,Negative
TC197,Product Catalog,Get_Bundles,POST,Get Bundle with valid mandatory Post request,Get_Bundlese;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/product-catalog-service/v1/get-bundles,,,,,,,,Negative
TC198,Product Catalog,Get_Bundles,POST,Get Bundle with invalid mandatory Post request,Get_Bundlese;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/product-catalog-service/v1/get-bundles,,,,,,,,Negative
TC199,Product Catalog,Get_Bundles,POST,Get Bundle with blank mandatory Post request,Get_Bundlese;Validate_Response;Result,0,,,,30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/product-catalog-service/v1/get-bundles,,,,,,,,Negative
TC200,CRBT Service,Activate_Ring_Back_Tone,POST,Activation of content for new user  with valid msisdn and toneID,Activate_Ring_Back_Tone;Validate_Response;Result,0,,,,30009,,,,,,,,,,,,,8121353150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26038792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/ring-back-tones/v1/activate-ring-back-tone,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
